year,postal_code,price,property_size_description,formatted_address,latitude,longitude,geo_county
2012,Dublin 3,205000,greater than or equal to 38 sq metres and less than 125 sq metres,"Crosbie's Yard, 64 Ossory Rd, East Wall, Dublin, Ireland",53.3554387,-6.2411408,Dublin City
2012,Dublin 7,925110,greater than 125 sq metres,"Bloomfield Ave, Dublin 4, Ireland",53.3260726,-6.2449339,Dublin City
2012,,185000,less than 38 sq metres,"177 St Margaret's Rd, Hampton Wood, Dublin 11, D11 P2Y8, Ireland",53.4059532,-6.2850355,Dublin City
2012,,176211,greater than or equal to 38 sq metres and less than 125 sq metres,"179 St Margaret's Rd, Hampton Wood, Dublin 11, D11 X7YF, Ireland",53.4059436,-6.2849032,Dublin City
2012,,165000,greater than or equal to 38 sq metres and less than 125 sq metres,"Royal Canal Bank, Dublin, Ireland",53.3577029,-6.2722158,Dublin City
2012,,104340,less than 38 sq metres,"2, Castlegate House, Adamstown Ave, Adamstown Castle, Lucan, Co. Dublin, Ireland",53.3375978,-6.4620437,South Dublin
2012,,92511,greater than 125 sq metres,"18 Alderwood, Hollystown, Dublin 15, D15 T935, Ireland",53.4343494,-6.3773151,Fingal
2012,,110576.21,greater than 125 sq metres,"18 Heathfield Terrace, Heathfield View, Kildonan, Baile Átha Cliath 11, D11 X3HX, Ireland",53.3958428,-6.3207272,Fingal
2012,,229074.88,greater than or equal to 38 sq metres and less than 125 sq metres,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2012,,117500,less than 38 sq metres,"Stocking Well Row, Ballycullen, Dublin, Ireland",53.2727917,-6.3193542,South Dublin
2012,,110132,greater than or equal to 38 sq metres and less than 125 sq metres,"2, Castlegate House, Adamstown Ave, Adamstown Castle, Lucan, Co. Dublin, Ireland",53.3375978,-6.4620437,South Dublin
2012,,239648,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin, Ireland",53.3498053,-6.2603097,Dublin City
2012,,167400,greater than or equal to 38 sq metres and less than 125 sq metres,"Glenamuck Rd, Dublin, Ireland",53.2491119,-6.1807247,Dn Laoghaire-Rathdown
2012,,467842,greater than or equal to 38 sq metres and less than 125 sq metres,"18 The View, Robswalls, Malahide, Co. Dublin, K36 AY06, Ireland",53.444372,-6.1385452,Fingal
2012,,193111.25,greater than or equal to 38 sq metres and less than 125 sq metres,"The Waterfront, Drumcondra Rd Lower, Drumcondra, Dublin 9, Ireland",53.3680655,-6.2547618,Dublin City
2012,,680000,greater than or equal to 38 sq metres and less than 125 sq metres,"White's Gate, White's Rd, Castleknock, Dublin 15, Ireland",53.3666338,-6.3539424,Fingal
2012,,229074.88,greater than or equal to 38 sq metres and less than 125 sq metres,"19 Beverton Gardens, Beaverstown, Donabate, Co. Dublin, Ireland",53.4906871,-6.158964,Fingal
2012,,164701,greater than or equal to 38 sq metres and less than 125 sq metres,"Hollystown, Co. Dublin, Ireland",53.4285822,-6.3820454,Fingal
2012,,1.00E+05,greater than or equal to 38 sq metres and less than 125 sq metres,"St Donagh's Rd, Donaghmede, Dublin, Ireland",53.3916913,-6.1616047,Dublin City
2012,,242290,greater than or equal to 38 sq metres and less than 125 sq metres,"Booterstown Wood, Booterstown Ave, Merrion, Blackrock, Co. Dublin, Ireland",53.2992523,-6.204387,Dn Laoghaire-Rathdown
2012,Dublin 20,151375,less than 38 sq metres,"19 Chapel Cres, Riverston Abbey, Dublin 7, D07 AH97, Ireland",53.3726943,-6.3102381,Dublin City
2012,,170000,greater than or equal to 38 sq metres and less than 125 sq metres,"19 Castlegate Walk, Adamstown Castle, Lucan, Co. Dublin, K78 DK72, Ireland",53.3389763,-6.4569045,South Dublin
2012,,255000,greater than or equal to 38 sq metres and less than 125 sq metres,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2012,,215000,less than 38 sq metres,"Stocking Well Row, Ballycullen, Dublin, Ireland",53.2727917,-6.3193542,South Dublin
2012,,149780,greater than or equal to 38 sq metres and less than 125 sq metres,"Glenamuck Rd, Dublin, Ireland",53.2491119,-6.1807247,Dn Laoghaire-Rathdown
2012,,250000,greater than 125 sq metres,"193 Carlton Ct, Miltonsfields, Swords, Co. Dublin, Ireland",53.4510598,-6.2244153,Fingal
2012,,260000,greater than or equal to 38 sq metres and less than 125 sq metres,"194 Carlton Ct, Miltonsfields, Swords, Co. Dublin, Ireland",53.4509982,-6.2244095,Fingal
2012,,80616.74,greater than or equal to 38 sq metres and less than 125 sq metres,"Crosbie's Yard, 64 Ossory Rd, East Wall, Dublin, Ireland",53.3554387,-6.2411408,Dublin City
2012,,277533.04,greater than or equal to 38 sq metres and less than 125 sq metres,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2012,,412000,greater than 125 sq metres,"1 Carrickbrennan Lawn, Monkstown, Co. Dublin, A94 X2X7, Ireland",53.2890486,-6.1530131,Dn Laoghaire-Rathdown
2012,,355000,greater than 125 sq metres,"Primrose, Drynam Rd, Commons East, Swords, Co. Dublin, Ireland",53.4515003,-6.2117755,Fingal
2012,,110000,greater than or equal to 38 sq metres and less than 125 sq metres,"Ratoath Rd, Ashtown, Dublin 7, Ireland",53.376394,-6.3090148,Dublin City
2012,Dublin 6,281938,greater than or equal to 38 sq metres and less than 125 sq metres,"Apartment 8, Temple Hall, Milltown Ave, Mount St Annes, Dublin 6, Ireland",53.312273,-6.2491832,Dublin City
2012,Dublin 18,572687.22,greater than 125 sq metres,"Bray Rd, Dublin 18, Ireland",53.2591104,-6.1483927,Dn Laoghaire-Rathdown
2012,,380000,greater than or equal to 38 sq metres and less than 125 sq metres,"Abbey Close, Loreto Terrace, Rathfarnham, Dublin 14, Ireland",53.2939931,-6.2794633,South Dublin
2012,,185022,greater than or equal to 38 sq metres and less than 125 sq metres,"Apartment 8, Adelphi House, George's Street Upper, Dún Laoghaire, Dublin, Ireland",53.2903326,-6.1322987,Dn Laoghaire-Rathdown
2012,,136520,greater than or equal to 38 sq metres and less than 125 sq metres,"2 Barnwell Way, Hansfield, Dublin 15, D15 A3HN, Ireland",53.3907103,-6.4417168,Fingal
2012,,207048.46,greater than or equal to 38 sq metres and less than 125 sq metres,"Beverton Wood, Beaverstown, Donabate, Co. Dublin, Ireland",53.4908849,-6.159376,Fingal
2012,,178854.62,greater than 125 sq metres,"2 Castleland Park View, Castleland, Balbriggan, Co. Dublin, K32 VE80, Ireland",53.5996153,-6.176845,Fingal
2012,,180616.75,greater than or equal to 38 sq metres and less than 125 sq metres,"Ridgewood, Swords, Co. Dublin, Ireland",53.4474152,-6.2468403,Fingal
2012,,7.00E+05,greater than 125 sq metres,"2 Claremont Ave, Honeypark, Dublin, Ireland",53.282871,-6.1468053,Dn Laoghaire-Rathdown
2012,,427312,greater than 125 sq metres,"Dargan Dr, Honeypark, Dublin, Ireland",53.2821112,-6.1447683,Dn Laoghaire-Rathdown
2012,Dublin 15,152000,greater than or equal to 38 sq metres and less than 125 sq metres,"2 Latchford Pl, Castaheany, Clonee, Co. Dublin, D15 W9XE, Ireland",53.3987068,-6.432115,Fingal
2012,,170000,greater than or equal to 38 sq metres and less than 125 sq metres,"2 Mayeston Lawn, Mayeston Hall, Dublin 11, D11 XH02, Ireland",53.4068797,-6.2896193,Fingal
2012,,211453.74,greater than or equal to 38 sq metres and less than 125 sq metres,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2012,,140925.11,less than 38 sq metres,"2 Slade Castle Ave, Moneyatta Commons, Saggart, Co. Dublin, D24 PY60, Ireland",53.2783433,-6.4448225,South Dublin
2012,,165000,greater than 125 sq metres,"Dublin, Ireland",53.3498053,-6.2603097,Dublin City
2012,,352422.9,greater than 125 sq metres,"Doonsalla Dr, Kilbogget, Dublin, Ireland",53.262961,-6.1405327,Dn Laoghaire-Rathdown
2012,,669603.52,greater than 125 sq metres,"White's Gate, White's Rd, Castleknock, Dublin 15, Ireland",53.3666338,-6.3539424,Fingal
2012,,205000,less than 38 sq metres,"Crosforge, Saggart, Co. Dublin, Ireland",53.280353,-6.4478643,South Dublin
2012,,305000,greater than or equal to 38 sq metres and less than 125 sq metres,"Forest Rd, Swords, Co. Dublin, Ireland",53.4469416,-6.2382684,Fingal
2012,,502203,greater than or equal to 38 sq metres and less than 125 sq metres,"20 Claremont Ave, Honeypark, Dublin, Ireland",53.2827019,-6.1466374,Dn Laoghaire-Rathdown
2012,,420000,greater than 125 sq metres,"22, Harbour Court, George's Pl, Dún Laoghaire, Dublin, Ireland",53.2951756,-6.141188,Dn Laoghaire-Rathdown
2012,,250000,less than 38 sq metres,"Kilmainham Square, Inchicore Rd, Inchicore, Dublin 8, Ireland",53.3425113,-6.3093144,Dublin City
2012,Dublin 18,225000,greater than or equal to 38 sq metres and less than 125 sq metres,"20 Levmoss Ave, Sandyford, Dublin, Ireland",53.2633067,-6.1985941,Dn Laoghaire-Rathdown
2012,,162996,greater than or equal to 38 sq metres and less than 125 sq metres,"20 The Paddocks Dr, Adamstown, Lucan, Co. Dublin, K78 CK61, Ireland",53.3480524,-6.4589183,South Dublin
2012,,180200,less than 38 sq metres,"Sanderling, Quay St, Townparks, Skerries, Co. Dublin, Ireland",53.5810704,-6.1105576,Fingal
2012,Dublin 18,154185.02,greater than or equal to 38 sq metres and less than 125 sq metres,"Apartment 27 The Sycamore, Elmfield, Ballyogan Rd, Sandyford, Dublin 18, Ireland",53.2604944,-6.2061207,Dn Laoghaire-Rathdown
2012,,250000,greater than or equal to 38 sq metres and less than 125 sq metres,"Wyckham Point, Wyckham Way, Balally, Dublin 16, D16 P640, Ireland",53.2804439,-6.2433444,Dn Laoghaire-Rathdown
2012,,224670,greater than or equal to 38 sq metres and less than 125 sq metres,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2012,,114538,greater than or equal to 38 sq metres and less than 125 sq metres,"Sanderling, Quay St, Townparks, Skerries, Co. Dublin, Ireland",53.5810704,-6.1105576,Fingal
2012,Dublin 5,134801.76,greater than or equal to 38 sq metres and less than 125 sq metres,"21 Barnwell Rd, Hansfield, Dublin 15, D15 R70V, Ireland",53.3909211,-6.4427207,Fingal
2012,Dublin 11,176167.4,greater than or equal to 38 sq metres and less than 125 sq metres,"21 Heathfield Park, Heathfield View, Kildonan, Baile Átha Cliath 11, D11 H0V1, Ireland",53.394664,-6.323427,Fingal
2012,,280000,greater than or equal to 38 sq metres and less than 125 sq metres,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2012,,264350,greater than 125 sq metres,"Glenamuck Rd, Dublin, Ireland",53.2491119,-6.1807247,Dn Laoghaire-Rathdown
2012,,95000,greater than or equal to 38 sq metres and less than 125 sq metres,"Apartment 204, Citywest Plaza, Citywest Dr, Fortunestown, Saggart, Co. Dublin, Ireland",53.2829118,-6.4227919,South Dublin
2012,,180617,less than 38 sq metres,"Aubrey Lodge, Quinn's Rd, Shankill, Dublin 18, Ireland",53.2283918,-6.1240331,Dn Laoghaire-Rathdown
2012,,180616.74,greater than or equal to 38 sq metres and less than 125 sq metres,"Crosforge, Saggart, Co. Dublin, Ireland",53.280353,-6.4478643,South Dublin
2012,Dublin 11,126963,greater than or equal to 38 sq metres and less than 125 sq metres,"22 Heathfield Terrace, Heathfield View, Kildonan, Baile Átha Cliath 11, D11 T6DP, Ireland",53.3958599,-6.3209457,Fingal
2012,,125000,greater than or equal to 38 sq metres and less than 125 sq metres,"Ratoath Rd, Ashtown, Dublin 7, Ireland",53.376394,-6.3090148,Dublin City
2012,,224670,greater than or equal to 38 sq metres and less than 125 sq metres,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2012,,110132.15,less than 38 sq metres,"22 Slade Castle Ave, Moneyatta Commons, Co. Dublin, Ireland",53.2787024,-6.4458648,South Dublin
2012,,290000,greater than or equal to 38 sq metres and less than 125 sq metres,"Stocking Well Row, Ballycullen, Dublin, Ireland",53.2727917,-6.3193542,South Dublin
2012,,167400.87,greater than or equal to 38 sq metres and less than 125 sq metres,"Kensington Lodge, Rochestown Ave, Dún Laoghaire, Dublin, Ireland",53.2780899,-6.1535517,Dn Laoghaire-Rathdown
2012,,220264.31,greater than or equal to 38 sq metres and less than 125 sq metres,"221 Cruise Park Dr, Tyrrelstown, Dublin 15, D15 X9RH, Ireland",53.4200373,-6.3954464,Fingal
2012,,220264.31,greater than or equal to 38 sq metres and less than 125 sq metres,"223 Cruise Park Dr, Tyrrelstown, Dublin 15, D15 PX6V, Ireland",53.4199906,-6.3954437,Fingal
2012,,220264.31,greater than or equal to 38 sq metres and less than 125 sq metres,"225 Cruise Park Dr, Tyrrelstown, Dublin 15, D15 R6FK, Ireland",53.4199466,-6.3954498,Fingal
2012,,204405,greater than or equal to 38 sq metres and less than 125 sq metres,"Wyckham Point, Wyckham Way, Balally, Dublin 16, D16 P640, Ireland",53.2804439,-6.2433444,Dn Laoghaire-Rathdown
2012,,220264.31,greater than or equal to 38 sq metres and less than 125 sq metres,"227 Cruise Park Dr, Tyrrelstown, Dublin 15, D15 DDX4, Ireland",53.41987,-6.3954302,Fingal
2012,,220264.31,greater than or equal to 38 sq metres and less than 125 sq metres,"229 Cruise Park Dr, Tyrrelstown, Dublin 15, D15 Y60H, Ireland",53.4198239,-6.3954108,Fingal
2012,,1.00E+05,greater than or equal to 38 sq metres and less than 125 sq metres,"23 Alderwood, Hollystown, Dublin 15, D15 EV25, Ireland",53.4342285,-6.376152,Fingal
2012,,240000,greater than or equal to 38 sq metres and less than 125 sq metres,"23 Beverton Dr, Ballisk Common, Donabate, Co. Dublin, K36 RW86, Ireland",53.4902857,-6.1570845,Fingal
2012,,225000,greater than or equal to 38 sq metres and less than 125 sq metres,"Crosforge, Saggart, Co. Dublin, Ireland",53.280353,-6.4478643,South Dublin
2012,,149779.73,greater than 125 sq metres,"23 Hampton Wood Ave, Hampton Wood, Dublin 11, D11 PW77, Ireland",53.4054036,-6.2897764,Dublin City
2012,,164307,less than 38 sq metres,"23 Heathfield Park, Heathfield View, Kildonan, Baile Átha Cliath 11, D11 DVH4, Ireland",53.3946973,-6.3234904,Fingal
2012,,160000,greater than or equal to 38 sq metres and less than 125 sq metres,"23 Millrace Ave, Saggart, Co. Dublin, D24 R973, Ireland",53.2807155,-6.4505786,South Dublin
2012,,255000,greater than or equal to 38 sq metres and less than 125 sq metres,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2012,,108370.04,less than 38 sq metres,"Sanderling, Quay St, Townparks, Skerries, Co. Dublin, Ireland",53.5810704,-6.1105576,Fingal
2012,,220264.31,greater than or equal to 38 sq metres and less than 125 sq metres,"23 Cruise Park Dr, Tyrrelstown, Dublin 15, D15 AE02, Ireland",53.4184554,-6.3934137,Fingal
2012,,220264.31,greater than or equal to 38 sq metres and less than 125 sq metres,"231 Cruise Park Dr, Tyrrelstown, Dublin 15, D15 P2YX, Ireland",53.4197776,-6.395381,Fingal
2012,,220264.31,greater than or equal to 38 sq metres and less than 125 sq metres,"233 Cruise Park Dr, Tyrrelstown, Dublin 15, D15 WR3K, Ireland",53.4197357,-6.3953359,Fingal
2012,,220264.31,greater than or equal to 38 sq metres and less than 125 sq metres,"235 Cruise Park Dr, Tyrrelstown, Dublin 15, D15 C7HN, Ireland",53.4196599,-6.3952425,Fingal
2012,,220264.31,greater than or equal to 38 sq metres and less than 125 sq metres,"237 Cruise Park Dr, Tyrrelstown, Dublin 15, D15 A5YW, Ireland",53.4196398,-6.3951545,Fingal
2012,,220264.31,greater than or equal to 38 sq metres and less than 125 sq metres,"239 Cruise Park Dr, Tyrrelstown, Dublin 15, D15 E261, Ireland",53.4195637,-6.3949709,Fingal
2012,,350000,less than 38 sq metres,"Apartment 19, Airpark House, Stocking Ln, Rathfarnham, Dublin 16, Ireland",53.2743408,-6.30458,South Dublin
2012,Dublin 15,182378.85,greater than or equal to 38 sq metres and less than 125 sq metres,"24 Alderwood, Hollystown, Dublin 15, D15 KF99, Ireland",53.4342883,-6.3761934,Fingal
2012,,148000,greater than or equal to 38 sq metres and less than 125 sq metres,"Ratoath Rd, Ashtown, Dublin 7, Ireland",53.376394,-6.3090148,Dublin City
2012,,220264,greater than 125 sq metres,"Saggart, Co. Dublin, Ireland",53.2808397,-6.4431841,South Dublin
2012,,224669.59,greater than or equal to 38 sq metres and less than 125 sq metres,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2012,,117500,less than 38 sq metres,"24 Stocking Well Row, Stocking Wood Heath, Rathfarnham, Dublin 16, D16 E2X5, Ireland",53.2729955,-6.3171618,South Dublin
2012,,158590.31,greater than or equal to 38 sq metres and less than 125 sq metres,"Kensington Lodge, Rochestown Ave, Dún Laoghaire, Dublin, Ireland",53.2780899,-6.1535517,Dn Laoghaire-Rathdown
2012,,193832,greater than or equal to 38 sq metres and less than 125 sq metres,"Sanderling, Quay St, Townparks, Skerries, Co. Dublin, Ireland",53.5810704,-6.1105576,Fingal
2012,,326537.5,greater than 125 sq metres,"Traverslea Woods, Glenageary Rd Lower, Glenageary, Dublin, Ireland",53.2844835,-6.1305442,Dn Laoghaire-Rathdown
2012,,132200,greater than or equal to 38 sq metres and less than 125 sq metres,"24 Adamstown Park, Adamstown Castle, Lucan, Co. Dublin, Ireland",53.3375828,-6.465816,South Dublin
2012,,220264.31,greater than or equal to 38 sq metres and less than 125 sq metres,"241 Cruise Park Dr, Tyrrelstown, Dublin 15, D15 R890, Ireland",53.4195321,-6.3948938,Fingal
2012,,220264.31,greater than or equal to 38 sq metres and less than 125 sq metres,"245 Cruise Park Dr, Tyrrelstown, Dublin 15, D15 AK2P, Ireland",53.4195078,-6.3946947,Fingal
2012,,220264.31,greater than or equal to 38 sq metres and less than 125 sq metres,"247 Cruise Park Dr, Tyrrelstown, Dublin 15, D15 RKV4, Ireland",53.4195111,-6.3946073,Fingal
2012,,220264.31,greater than or equal to 38 sq metres and less than 125 sq metres,"249 Cruise Park Dr, Tyrrelstown, Dublin 15, D15 CP23, Ireland",53.4195128,-6.3945321,Fingal
2012,,157000,greater than or equal to 38 sq metres and less than 125 sq metres,"24A Grattan St, Grand Canal Dock, Dublin 2, D02 KD77, Ireland",53.3395091,-6.2436933,Dublin City
2012,,92511,greater than 125 sq metres,"25 Alderwood, Hollystown, Dublin 15, D15 W592, Ireland",53.4343936,-6.3762721,Fingal
2012,Dublin 17,88105.72,less than 38 sq metres,"Dublin, Ireland",53.3498053,-6.2603097,Dublin City
2012,,170000,greater than 125 sq metres,"Newcastle, Co. Dublin, Ireland",53.2998135,-6.5010237,South Dublin
2012,,250000,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin, Ireland",53.3498053,-6.2603097,Dublin City
2012,,92511,greater than or equal to 38 sq metres and less than 125 sq metres,"Hollystown, Co. Dublin, Ireland",53.4285822,-6.3820454,Fingal
2012,,155661.08,less than 38 sq metres,"25 Heathfield Way, Heathfield View, Kildonan, Baile Átha Cliath 11, D11 N4T2, Ireland",53.3947043,-6.3251393,Fingal
